CUST_ID,BALANCE_CREDIT_RATIO,PURCHASES_CREDIT_RATIO,CASH_ADVANCE_CREDIT_RATIO,SPENDING_CREDIT_RATIO,ACTIVITY_SCORE,PRC_FULL_PAYMENT,CASH_ADVANCE_DOMINANCE,BALANCE_UTILIZATION,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,cluster,pseudo_label
C11354,0.005986599217386097,0.07421217391297895,0.0,0.07421217391297895,0.20454533333333336,0.0,0.0,0.005986599217386097,0.25,0.0,0,0
C11355,0.10080372666582664,0.0,0.7636662683269696,0.7636662683269696,0.361111,0.083333,0.9999999999890877,0.10080372666582664,0.0,0.083333,0,0
C11356,0.28416614517613625,0.38984117647012956,0.09926298541164791,0.4891041618817775,0.8055556666666667,0.0,0.20294856013799825,0.28416614517613625,1.0,0.416667,0,0
C11357,0.003879634307689323,0.04259461538458262,0.0,0.04259461538458262,0.37878799999999996,0.545455,0.0,0.003879634307689323,0.5,0.0,1,1
C11358,0.9118514108257346,0.029166666666423615,0.015670162499869418,0.04483682916629303,0.38888866666666666,0.0,0.34949310172757103,0.9118514108257346,0.083333,0.083333,0,0
C11359,0.2499701918886111,0.28872666666634583,0.0,0.28872666666634583,0.6666666666666666,0.0,0.0,0.2499701918886111,1.0,0.0,0,0
C11361,0.5714966036353245,0.0463781818180975,0.0,0.0463781818180975,0.4722223333333333,0.0,0.0,0.5714966036353245,0.416667,0.0,0,0
C11362,0.8193024905834159,0.49735882352648614,0.0,0.49735882352648614,0.4722223333333333,0.0,0.0,0.8193024905834159,0.416667,0.0,0,0
C11363,0.6149485907687577,0.017269999999986713,0.05340603946149738,0.07067603946148408,0.6944446666666666,0.0,0.7556456172111977,0.6149485907687577,0.916667,0.166667,0,0
C11364,0.4067835528884369,0.08488888888879456,0.13370198144429588,0.21859087033309044,0.4722223333333333,0.0,0.611654005676816,0.4067835528884369,0.166667,0.25,0,0
C11365,0.6071216026626193,0.0,0.956871589993621,0.956871589993621,0.388889,0.083333,0.9999999999930329,0.6071216026626193,0.0,0.166667,0,0
C11366,0.11135715657126949,0.0984857142855736,0.0,0.0984857142855736,0.6666666666666666,0.0,0.0,0.11135715657126949,1.0,0.0,0,0
C11367,0.04086660816659855,0.3736399999993773,0.0,0.3736399999993773,0.6388889999999999,0.2,0.0,0.04086660816659855,0.916667,0.0,0,0
C11368,0.5117220807979531,0.8286799999966853,1.0736566887957053,1.9023366887923905,0.6111110000000001,0.25,0.5643883625432302,0.5117220807979531,0.5,0.333333,0,0
C11369,0.011572574999976855,0.11579999999976841,0.0,0.11579999999976841,0.1742423333333333,1.0,0.0,0.011572574999976855,0.25,0.0,1,1
C11370,1.0003628758249972,0.7387999999938434,0.0,0.7387999999938434,0.6666666666666666,0.0,0.0,1.0003628758249972,1.0,0.0,0,0
C11371,0.12133793178934596,0.14652631578931943,0.0,0.14652631578931943,0.6666666666666666,0.0,0.0,0.12133793178934596,1.0,0.0,0,0
C11372,0.4612085974992313,0.0,0.1656412781663906,0.1656412781663906,0.388889,0.0,0.999999999989938,0.4612085974992313,0.0,0.166667,0,0
C11373,1.0045271816633183,0.0,0.07269713066642434,0.07269713066642434,0.5,0.0,0.9999999999541477,1.0045271816633183,0.0,0.5,0,0
C11374,0.09083605974977292,0.16646499999958383,0.0,0.16646499999958383,0.5505049999999999,0.090909,0.0,0.09083605974977292,0.833333,0.0,0,0
C11376,0.11381869966628727,0.6971466666643429,0.0,0.6971466666643429,0.6666666666666666,0.083333,0.0,0.11381869966628727,1.0,0.0,0,0
C11377,0.9570487958738036,0.0,0.3348461663745814,0.3348461663745814,0.4722223333333333,0.0,0.999999999996267,0.9570487958738036,0.0,0.416667,0,0
C11380,0.6121443299994435,0.02545454545452231,0.2770992397270208,0.30255378518154313,0.8333333333333334,0.0,0.9158677012086255,0.6121443299994435,1.0,0.5,0,0
C11381,0.9686948559978474,0.0,0.14389823133301358,0.14389823133301358,0.4444443333333334,0.0,0.999999999984557,0.9686948559978474,0.0,0.333333,0,0
C11382,0.018898761999811015,0.212499999997875,0.0,0.212499999997875,0.23232299999999997,0.363636,0.0,0.018898761999811015,0.333333,0.0,0,0
C11383,0.10849142666630504,1.0101333333299662,0.030786014333230714,1.040919347663197,0.6944443333333333,1.0,0.029575792209305098,0.10849142666630504,1.0,0.083333,1,1
C11384,0.027150903666621415,0.26666666666622224,0.0,0.26666666666622224,0.46464666666666665,0.666667,0.0,0.027150903666621415,0.666667,0.0,1,1
C11385,0.053575627999642834,1.5802933333227982,0.0,1.5802933333227982,0.6363636666666667,0.818182,0.0,0.053575627999642834,1.0,0.0,1,1
C11386,0.4937266426662552,0.020546666666649543,0.550266062666208,0.5708127293328576,0.6944443333333333,0.0,0.9640045401729793,0.4937266426662552,0.25,0.833333,0,0
C11388,0.042585129066609884,0.22331999999970226,0.0,0.22331999999970226,0.6666666666666666,0.083333,0.0,0.042585129066609884,1.0,0.0,0,0
C11389,0.010329485666649452,0.06693833333322177,0.0,0.06693833333322177,0.439394,0.2,0.0,0.010329485666649452,0.5,0.0,0,0
C11390,0.5098648649086274,0.0,0.39662981390873037,0.39662981390873037,0.388889,0.0,0.999999999997708,0.5098648649086274,0.0,0.166667,0,0
C11391,0.3889031311741829,0.3345941176450906,0.3638549294096244,0.6984490470547149,0.6388889999999999,0.0,0.5209469909664812,0.3889031311741829,0.75,0.166667,0,0
C11392,0.017463649199976717,0.07026666666657298,0.0,0.07026666666657298,0.4722223333333333,0.3,0.0,0.017463649199976717,0.416667,0.0,0,0
C11395,0.17227986975986218,0.43430159999965257,0.19196558935984642,0.626267189359499,0.7222223333333333,0.083333,0.3065234657366128,0.17227986975986218,1.0,0.166667,0,0
C11396,0.8301974402096524,0.1019221052630506,0.3714549318943458,0.4733770371573964,0.777778,0.0,0.7846914884678113,0.8301974402096524,0.916667,0.416667,0,0
C11397,0.009019812303024835,0.20524727272714832,0.002878462969695225,0.20812573569684353,0.46464633333333333,1.0,0.013830403818389953,0.009019812303024835,0.583333,0.083333,1,1
C11398,0.01310852416655743,0.13603333333219975,0.0,0.13603333333219975,0.6666666666666666,0.166667,0.0,0.01310852416655743,1.0,0.0,0,0
C11399,0.02532413242853525,0.06141142857134084,0.0,0.06141142857134084,0.2954546666666667,0.25,0.0,0.02532413242853525,0.25,0.0,0,0
C11400,0.0069778549999767415,0.09843999999967187,0.0,0.09843999999967187,0.23232299999999997,0.181818,0.0,0.0069778549999767415,0.333333,0.0,0,0
C11401,0.7673934766602718,0.24719999999794,0.7867401924934438,1.033940192491384,0.5185186666666667,0.0,0.7609146043460914,0.7673934766602718,0.555556,0.111111,0,0
C11403,0.38504296034749125,0.09039043478253009,0.054086224521692094,0.14447665930422218,0.8055556666666667,0.0,0.37435960093372644,0.38504296034749125,1.0,0.416667,0,0
C11404,0.01872125999998128,0.18070799999981926,0.0,0.18070799999981926,0.6666666666666666,1.0,0.0,0.01872125999998128,1.0,0.0,1,1
C11406,0.16956114814261491,0.31114285714241263,0.0,0.31114285714241263,0.6666666666666666,0.0,0.0,0.16956114814261491,1.0,0.0,0,0
C11407,0.005315844687496678,0.07779374999995138,0.06710255137495806,0.14489630137490944,0.6944443333333333,0.833333,0.4631074136326315,0.005315844687496678,1.0,0.083333,1,1
C11408,0.513593211998716,0.2083199999994792,0.0,0.2083199999994792,0.6666666666666666,0.0,0.0,0.513593211998716,1.0,0.0,0,0
C11409,0.015208995749961977,0.2878624999992804,0.0,0.2878624999992804,0.290404,0.1,0.0,0.015208995749961977,0.416667,0.0,0,0
C11410,0.9589799866602736,0.0,0.05893938333294041,0.05893938333294041,0.361111,0.0,0.9999999998868895,0.9589799866602736,0.0,0.083333,0,0
C11411,0.425614036295981,0.0,0.07153530044439145,0.07153530044439145,0.4444443333333334,0.0,0.9999999999896451,0.425614036295981,0.0,0.333333,0,0
C11412,0.746693628992533,0.615199999993848,0.0,0.615199999993848,0.6666666666666666,0.083333,0.0,0.746693628992533,1.0,0.0,0,0
C11414,0.25350834733277,0.6214533333319523,0.0,0.6214533333319523,0.6111110000000001,0.0,0.0,0.25350834733277,0.833333,0.0,0,0
C11415,0.023455793499980452,0.20833583333315972,0.0,0.20833583333315972,0.6388889999999999,0.909091,0.0,0.023455793499980452,0.916667,0.0,1,1
C11416,0.008647914235283943,0.10475882352928852,0.0,0.10475882352928852,0.6666666666666666,0.363636,0.0,0.008647914235283943,1.0,0.0,0,0
C11417,0.38294937866602846,0.4606666666658989,0.0473628783332544,0.5080295449991533,0.5,0.0,0.09322859034345721,0.38294937866602846,0.416667,0.083333,0,0
C11418,0.26600939099933496,0.0138799999999653,0.0,0.0138799999999653,0.43333333333333335,0.0,0.0,0.26600939099933496,0.4,0.0,0,0
C11420,0.09326862015370267,0.5963076923067749,0.14074517246132193,0.7370528647680968,0.6085856666666666,0.090909,0.1909566859974306,0.09326862015370267,0.833333,0.083333,0,0
C11421,0.010875530333315207,0.17123499999971462,0.0,0.17123499999971462,0.20454533333333336,0.666667,0.0,0.010875530333315207,0.25,0.0,1,1
C11422,0.02941311879988235,0.4741199999981035,0.0863780883996545,0.5604980883977579,0.2601006666666667,0.181818,0.15410951471031561,0.02941311879988235,0.333333,0.083333,0,0
C11423,0.0014519336363627562,0.011275757575750741,0.0,0.011275757575750741,0.35101033333333337,1.0,0.0,0.0014519336363627562,0.416667,0.0,1,1
C11424,0.5464287955992715,0.0,0.22203957239970395,0.22203957239970395,0.4166666666666667,0.0,0.9999999999939951,0.5464287955992715,0.0,0.25,0,0
C11425,0.22546708270561708,0.044705882352888575,0.0,0.044705882352888575,0.5,0.0,0.0,0.22546708270561708,0.5,0.0,0,0
C11426,0.0030913672857098696,0.027385714285675163,0.0,0.027385714285675163,0.5555556666666667,0.0,0.0,0.0030913672857098696,0.666667,0.0,0,0
C11427,0.054283752128997234,0.05549677419351258,0.0,0.05549677419351258,0.5833333333333334,0.0,0.0,0.054283752128997234,0.75,0.0,0,0
C11428,0.5934996249221639,0.11967999999981588,0.0421569084614736,0.16183690846128948,0.6944443333333333,0.0,0.26049007523618484,0.5934996249221639,1.0,0.083333,0,0
C11429,0.8348831247789789,0.07264347826055373,0.05778376608670529,0.13042724434725902,0.44444466666666665,0.0,0.4430344777578167,0.8348831247789789,0.166667,0.166667,0,0
C11430,0.07616622924980959,0.650417499998374,0.0,0.650417499998374,0.5555556666666667,0.166667,0.0,0.07616622924980959,0.666667,0.0,0,0
C11432,0.00053301766666489,0.06266666666645777,0.049722341333167594,0.11238900799962537,0.14646433333333334,0.0,0.44241284994577607,0.00053301766666489,0.083333,0.083333,0,0
C11434,0.06610465666644633,0.1625366666661249,0.0,0.1625366666661249,0.358586,0.0,0.0,0.06610465666644633,0.166667,0.0,0,0
C11435,0.9040588969969865,0.0,0.6119369233312936,0.6119369233312936,0.4722223333333333,0.0,0.9999999999945529,0.9040588969969865,0.0,0.416667,0,0
C11436,0.005773923199976905,0.09499199999962003,0.0,0.09499199999962003,0.6666666666666666,1.0,0.0,0.005773923199976905,1.0,0.0,1,1
C11437,0.9174960466605501,0.0,0.3341391099977724,0.3341391099977724,0.4166666666666667,0.0,0.9999999999800482,0.9174960466605501,0.0,0.25,0,0
C11438,0.05489494533315035,0.20763333333264122,0.1549608693328168,0.362594202665458,0.5454546666666666,0.1,0.4273672005571598,0.05489494533315035,0.545455,0.090909,0,0
C11439,0.35463905174955673,0.0,0.01249568787498438,0.01249568787498438,0.361111,0.0,0.9999999998999656,0.35463905174955673,0.0,0.083333,0,0
C11440,0.23276177974941809,0.12349999999969126,0.0,0.12349999999969126,0.4444443333333334,0.0,0.0,0.23276177974941809,0.333333,0.0,0,0
C11441,0.06750048415374231,0.19263076923047287,0.0,0.19263076923047287,0.6666666666666666,0.0,0.0,0.06750048415374231,1.0,0.0,0,0
C11442,0.12146624833292846,0.36255333333212486,0.0,0.36255333333212486,0.6388889999999999,0.0,0.0,0.12146624833292846,0.916667,0.0,0,0
C11443,0.7117886386642941,0.0,0.628223800997906,0.628223800997906,0.388889,0.0,0.9999999999946941,0.7117886386642941,0.0,0.166667,0,0
C11444,0.009054795999969818,0.1847833333327174,0.0,0.1847833333327174,0.6666666666666666,0.272727,0.0,0.009054795999969818,1.0,0.0,0,0
C11446,0.41575240692147786,0.1487615384609663,0.8494116561505792,0.9981731946115455,0.5555553333333333,0.090909,0.8509662057974499,0.41575240692147786,0.333333,0.333333,0,0
C11448,0.584287124994157,0.0,0.9181511419908185,0.9181511419908185,0.30050499999999997,0.125,0.9999999999891085,0.584287124994157,0.0,0.083333,0,0
C11449,0.6609658027986781,0.5155399999989689,0.0,0.5155399999989689,0.5277776666666667,0.0,0.0,0.6609658027986781,0.583333,0.0,0,0
C11450,0.01983261199990084,0.13295999999933522,0.0,0.13295999999933522,0.6388889999999999,0.363636,0.0,0.01983261199990084,0.916667,0.0,0,0
C11451,0.010409963499986987,0.11246624999985942,0.0,0.11246624999985942,0.2929293333333333,1.0,0.0,0.010409963499986987,0.333333,0.0,1,1
C11452,0.028454509124964434,0.38132999999952333,0.0,0.38132999999952333,0.6666666666666666,0.363636,0.0,0.028454509124964434,1.0,0.0,1,1
C11453,0.9286663719907133,0.0,1.1489921749885101,1.1489921749885101,0.5,0.0,0.9999999999912969,0.9286663719907133,0.0,0.5,0,0
C11454,0.005501367047613808,0.04325714285710166,0.0,0.04325714285710166,0.348485,0.25,0.0,0.005501367047613808,0.5,0.0,0,0
C11455,0.02915666974992711,0.13349749999966626,0.0,0.13349749999966626,0.6388889999999999,0.0,0.0,0.02915666974992711,0.916667,0.0,0,0
C11456,0.7322778289993896,0.0,0.6205457995828162,0.6205457995828162,0.388889,0.0,0.9999999999986571,0.7322778289993896,0.0,0.166667,0,0
C11459,0.6975255909930247,0.4623799999953762,0.3453271999965467,0.807707199991923,0.5277776666666667,0.0,0.42754007887477613,0.6975255909930247,0.5,0.083333,0,0
C11460,0.5705538555992392,0.1341559999998211,0.0,0.1341559999998211,0.43333333333333335,0.0,0.0,0.5705538555992392,0.3,0.0,0,0
C11461,0.10834381305869606,0.1444623529410065,0.0,0.1444623529410065,0.6388889999999999,0.0,0.0,0.10834381305869606,0.916667,0.0,0,0
C11464,0.0030685713846106636,0.026153846153805917,0.0,0.026153846153805917,0.11868666666666666,1.0,0.0,0.0030685713846106636,0.083333,0.0,1,1
C11466,0.4827684722195402,0.6136944444410352,0.6555971872185801,1.269291631659615,0.467172,0.0,0.5165063495758724,0.4827684722195402,0.416667,0.166667,0,0
C11467,1.6186666666645085e-07,0.0,0.005281388666659626,0.005281388666659626,0.08838366666666668,0.0,0.9999999997475412,1.6186666666645085e-07,0.0,0.083333,0,0
C11468,0.03459522222218378,0.2536744444441626,0.0,0.2536744444441626,0.4949496666666667,1.0,0.0,0.03459522222218378,0.666667,0.0,1,1
C11469,0.005785867894721616,0.14967894736802717,0.0,0.14967894736802717,0.290404,0.0,0.0,0.005785867894721616,0.416667,0.0,0,0
C11473,0.015225330476117975,0.045014285714071366,0.0,0.045014285714071366,0.209596,0.0,0.0,0.015225330476117975,0.083333,0.0,0,0
C11474,0.01882885849996862,0.0,0.025413974333290977,0.025413974333290977,0.361111,0.0,0.9999999999344192,0.01882885849996862,0.0,0.083333,0,0
C11475,0.17828838439976227,0.6059306666658587,0.0,0.6059306666658587,0.5833333333333334,0.083333,0.0,0.17828838439976227,0.75,0.0,0,0
C11476,0.9658631949946341,0.0,0.050108542221943844,0.050108542221943844,0.388889,0.0,0.9999999998891297,0.9658631949946341,0.0,0.166667,0,0
C11477,0.08991120819982018,0.0285999999999428,0.22700570679954601,0.2556057067994888,0.26262599999999997,0.0,0.8881089144689778,0.08991120819982018,0.083333,0.25,0,0
C11479,0.0068876409999901606,0.05758571428563202,0.0,0.05758571428563202,0.5555556666666667,0.666667,0.0,0.0068876409999901606,0.666667,0.0,1,1
C11480,0.009824977333316958,0.34576166666609043,0.0,0.34576166666609043,0.6388889999999999,0.333333,0.0,0.009824977333316958,0.916667,0.0,0,0
C11482,0.19469283426653686,0.17824866666654782,0.3715672929330856,0.5498159595996335,0.8333333333333334,0.0,0.6758030327151725,0.19469283426653686,1.0,0.5,0,0
C11483,0.6154725513327471,0.045712380952337414,0.6381426245708207,0.6838550055231583,0.4444443333333334,0.0,0.9331548638468244,0.6154725513327471,0.083333,0.25,0,0
C11484,0.4493140914275016,0.5835071428557536,0.0,0.5835071428557536,0.5277776666666667,0.0,0.0,0.4493140914275016,0.583333,0.0,0,0
C11485,0.007480204444436132,0.07612777777769318,0.0,0.07612777777769318,0.6666666666666666,0.3,0.0,0.007480204444436132,1.0,0.0,0,0
C11487,0.08739922290901145,0.3439318181815055,0.0,0.3439318181815055,0.6666666666666666,0.0,0.0,0.08739922290901145,1.0,0.0,0,0
C11488,0.9705641466601962,0.39521333333069864,0.2890699166647395,0.6842832499954382,0.6944443333333333,0.0,0.42244190057823333,0.9705641466601962,0.75,0.333333,0,0
C11489,0.01191664906663489,0.18106666666618382,0.0,0.18106666666618382,0.26262599999999997,0.3,0.0,0.01191664906663489,0.333333,0.0,0,0
C11490,0.676564321427927,0.02102285714283712,0.5062163583804702,0.5272392155233073,0.5555556666666667,0.0,0.9601265298088925,0.676564321427927,0.25,0.416667,0,0
C11491,0.24607510347342515,0.08144210526307216,0.0,0.08144210526307216,0.6111110000000001,0.0,0.0,0.24607510347342515,0.833333,0.0,0,0
C11493,0.1374126289410148,0.06341176470580774,0.0,0.06341176470580774,0.5151516666666667,0.0,0.0,0.1374126289410148,0.545455,0.0,0,0
C11494,0.22254380159910983,0.4444479999982222,0.0,0.4444479999982222,0.6111110000000001,0.0,0.0,0.22254380159910983,0.833333,0.0,0,0
C11496,0.0001997038333330005,0.0528366666665786,0.0,0.0528366666665786,0.608586,0.0,0.0,0.0001997038333330005,0.916667,0.0,0,0
C11497,0.9971941155960113,0.0297999999998808,0.30063873719879747,0.3304387371986783,0.472222,0.0,0.9098168687601459,0.9971941155960113,0.083333,0.333333,0,0
C11500,0.5880885715758521,0.5117789473657275,0.0,0.5117789473657275,0.6666666666666666,0.0,0.0,0.5880885715758521,1.0,0.0,0,0
C11503,0.025474281999898103,0.2763359999988947,0.0,0.2763359999988947,0.6666666666666666,1.0,0.0,0.025474281999898103,1.0,0.0,1,1
C11504,0.9656052019903439,0.21499999999785,0.0,0.21499999999785,0.4166666666666667,0.0,0.0,0.9656052019903439,0.25,0.0,0,0
C11507,0.26284289169190334,0.21632923076889798,0.0,0.21632923076889798,0.6666666666666666,0.0,0.0,0.26284289169190334,1.0,0.0,0,0
C11508,0.02615551670585158,0.28441647058790065,0.0,0.28441647058790065,0.5530303333333334,1.0,0.0,0.02615551670585158,0.75,0.0,1,1
C11509,0.054709769176406214,0.029101176470553998,0.622561097175738,0.651662273646292,0.4722223333333333,0.25,0.9553431621737959,0.054709769176406214,0.25,0.166667,0,0
C11512,0.4878267108229554,0.020941176470563597,0.08995053576460005,0.11089171223516366,0.472222,0.0,0.8111565233377516,0.4878267108229554,0.083333,0.333333,0,0
C11515,0.9092235079954539,0.2064999999989675,0.9097398354954513,1.116239835494419,0.5151513333333333,0.0,0.8150039145381539,0.9092235079954539,0.454545,0.181818,0,0
C11516,0.06645033599867098,1.3102999999737939,0.21898068599562037,1.5292806859694144,0.6641413333333334,0.222222,0.1431919516160921,0.06645033599867098,1.0,0.083333,0,0
C11517,0.35357899099882145,0.0,0.8317663086638941,0.8317663086638941,0.267677,0.166667,0.9999999999959925,0.35357899099882145,0.0,0.166667,0,0
C11518,0.023566164545411696,0.1969163636360056,0.0,0.1969163636360056,0.32323233333333334,1.0,0.0,0.023566164545411696,0.333333,0.0,1,1
C11519,0.05824594622209279,0.5835199999987033,0.0,0.5835199999987033,0.6666666666666666,1.0,0.0,0.05824594622209279,1.0,0.0,1,1
C11520,0.003692547066661743,0.06332799999991556,0.0,0.06332799999991556,0.25925899999999996,1.0,0.0,0.003692547066661743,0.333333,0.0,1,1
C11522,0.2943811059970562,0.82799999999172,0.0,0.82799999999172,0.5333333333333333,0.125,0.0,0.2943811059970562,0.6,0.0,0,0
C11523,0.3446885259993733,0.3875109090902045,0.0,0.3875109090902045,0.6666666666666666,0.0,0.0,0.3446885259993733,1.0,0.0,0,0
C11524,0.8501760283304994,0.0,1.0519526173298268,1.0519526173298268,0.6,0.0,0.9999999999968313,0.8501760283304994,0.0,0.8,0,0
C11526,0.23577722799977543,0.04190476190472199,0.0,0.04190476190472199,0.39393933333333336,0.0,0.0,0.23577722799977543,0.272727,0.0,0,0
C11527,0.18739992874976574,0.40565374999949294,0.0,0.40565374999949294,0.6666666666666666,0.0,0.0,0.18739992874976574,1.0,0.0,0,0
C11529,0.0053015047999929316,0.38110133333282525,0.0,0.38110133333282525,0.4848483333333333,0.3,0.0,0.0053015047999929316,1.0,0.0,0,0
C11530,0.014246442499910961,0.007499999999953126,0.0,0.007499999999953126,0.239899,0.0,0.0,0.014246442499910961,0.083333,0.0,0,0
C11531,0.5296300849986759,0.0,1.168822255247078,1.168822255247078,0.5,0.0,0.9999999999978612,0.5296300849986759,0.0,0.5,0,0
C11532,0.5844285828875901,0.6290844444430466,0.02117232399995295,0.6502567684429995,0.6666666666666666,0.0,0.032559944051911135,0.5844285828875901,0.916667,0.083333,0,0
C11533,0.8813208924926557,0.840249999992998,0.0,0.840249999992998,0.6388889999999999,0.0,0.0,0.8813208924926557,0.916667,0.0,0,0
C11534,0.0257593359999632,0.23460857142823627,0.006718752571418973,0.24132732399965523,0.6944443333333333,0.916667,0.02784082821632249,0.0257593359999632,1.0,0.083333,1,1
C11536,0.34325722499950967,0.0,0.06875547199990177,0.06875547199990177,0.361111,0.0,0.9999999999792224,0.34325722499950967,0.0,0.083333,0,0
C11537,0.25930333119979254,0.08956479999992834,0.3804130296796957,0.469977829679624,0.9444443333333333,0.0,0.8094276062731923,0.25930333119979254,1.0,0.833333,0,0
C11539,0.37497380759850013,0.44995199999820024,0.0,0.44995199999820024,0.4722223333333333,0.0,0.0,0.37497380759850013,0.416667,0.0,0,0
C11540,0.9608144961980785,0.0,0.22322569319955354,0.22322569319955354,0.5277776666666667,0.0,0.9999999999910405,0.9608144961980785,0.0,0.583333,0,0
C11543,0.9421350055503216,0.1763333333323537,0.11951814499933602,0.29585147833168973,0.5277776666666667,0.0,0.4039802189634341,0.9421350055503216,0.25,0.333333,0,0
C11544,0.9152857254954236,0.36883499999815583,0.8907421719955463,1.2595771719937021,0.5555556666666667,0.0,0.7071755441408271,0.9152857254954236,0.25,0.416667,0,0
C11545,0.0372234462221395,0.27088888888828694,0.0,0.27088888888828694,0.5227273333333333,0.666667,0.0,0.0372234462221395,0.75,0.0,1,1
C11546,0.896168259992532,0.12499999999895835,0.0,0.12499999999895835,0.361111,0.0,0.0,0.896168259992532,0.083333,0.0,0,0
C11547,0.2619951479982534,0.3388799999977408,0.0,0.3388799999977408,0.6666666666666666,0.0,0.0,0.2619951479982534,1.0,0.0,0,0
C11548,0.022790517666628686,0.24434166666625942,0.0,0.24434166666625942,0.6666666666666666,1.0,0.0,0.022790517666628686,1.0,0.0,1,1
C11549,0.5821673157764841,0.7917933333315739,0.0,0.7917933333315739,0.6388889999999999,0.0,0.0,0.5821673157764841,0.916667,0.0,0,0
C11550,0.3603214224969974,1.8098833333182511,0.11556459166570365,1.925447924983955,0.6388886666666667,0.0,0.06001958825563486,0.3603214224969974,0.833333,0.083333,0,0
C11551,0.0014640486666617867,0.01598666666661338,0.0,0.01598666666661338,0.11616166666666668,0.0,0.0,0.0014640486666617867,0.166667,0.0,0,0
C11552,0.03656045099987813,0.706219999997646,0.0,0.706219999997646,0.6388889999999999,1.0,0.0,0.03656045099987813,0.916667,0.0,1,1
C11553,0.10544656849982426,0.2272983333329545,0.0,0.2272983333329545,0.5833333333333334,0.0,0.0,0.10544656849982426,0.75,0.0,0,0
C11554,0.5517902496481548,0.6340052631567824,0.0,0.6340052631567824,0.6666666666666666,0.0,0.0,0.5517902496481548,1.0,0.0,0,0
C11555,0.9116660476909052,0.0,0.07205305415373531,0.07205305415373531,0.388889,0.0,0.9999999999786482,0.9116660476909052,0.0,0.166667,0,0
C11557,0.9151254736335906,0.0,0.12048517636327127,0.12048517636327127,0.39393933333333336,0.0,0.9999999999748491,0.9151254736335906,0.0,0.181818,0,0
C11558,0.017657282666548955,0.17095999999886027,0.0,0.17095999999886027,0.5555556666666667,0.166667,0.0,0.017657282666548955,0.666667,0.0,0,0
C11559,0.633811737329108,0.0,0.8698421886608678,0.8698421886608678,0.358586,0.0,0.9999999999923359,0.633811737329108,0.0,0.166667,0,0
C11560,0.038468021025443756,0.2461641025628402,0.0,0.2461641025628402,0.209596,0.0,0.0,0.038468021025443756,0.083333,0.0,0,0
C11561,0.7891046714980272,0.8679974999978299,0.25943348124935145,1.1274309812471814,0.7222223333333333,0.0,0.23011029993320464,0.7891046714980272,1.0,0.166667,0,0
C11562,0.5466394973309039,0.3110933333319507,0.0,0.3110933333319507,0.4444443333333334,0.0,0.0,0.5466394973309039,0.333333,0.0,0,0
C11563,0.39735357749900657,0.02969749999992576,0.5442352322486393,0.5739327322485651,0.527778,0.0,0.9482561311916348,0.39735357749900657,0.416667,0.166667,0,0
C11564,0.17023955415358424,0.2065938461535283,0.4998945378453848,0.706488383998913,0.5277776666666667,0.0,0.7075764431040742,0.17023955415358424,0.333333,0.25,0,0
C11566,0.8899208824982886,0.3412423076916515,0.0,0.3412423076916515,0.5277776666666667,0.0,0.0,0.8899208824982886,0.583333,0.0,0,0
C11567,0.9221870886635928,0.48968333333170105,0.528414330331572,1.018097663663273,0.5,0.0,0.5190212581654743,0.9221870886635928,0.333333,0.166667,0,0
C11568,0.7662450105703339,0.01691571428569012,0.6207008375705418,0.637616551856232,0.472222,0.0,0.9734703965293315,0.7662450105703339,0.083333,0.333333,0,0
C11569,0.42332067085653813,0.0,0.816210779998834,0.816210779998834,0.4074073333333333,0.142857,0.9999999999982497,0.42332067085653813,0.0,0.444444,0,0
C11570,0.0264804774999669,0.27206874999965996,0.0,0.27206874999965996,0.40656566666666666,0.285714,0.0,0.0264804774999669,0.583333,0.0,0,0
C11571,0.9030316239909696,0.494699999995053,1.1116899999888832,1.6063899999839362,0.6666666666666666,0.0,0.6920424056381573,0.9030316239909696,0.833333,0.166667,0,0
C11573,0.7886998176182963,0.4029638095234257,0.0,0.4029638095234257,0.6666666666666666,0.0,0.0,0.7886998176182963,1.0,0.0,0,0
C11574,0.008408732083326325,0.10678666666657767,0.0,0.10678666666657767,0.6666666666666666,0.916667,0.0,0.008408732083326325,1.0,0.0,1,1
C11575,0.018765571466641644,0.2063573333330582,0.0,0.2063573333330582,0.6666666666666666,0.875,0.0,0.018765571466641644,1.0,0.0,1,1
C11577,0.3303215626661161,0.024299999999959503,0.0,0.024299999999959503,0.6111110000000001,0.083333,0.0,0.3303215626661161,0.833333,0.0,0,0
C11578,0.5740861341142701,0.9249529411710298,1.123762046463978,2.0487149876350075,0.8055556666666667,0.166667,0.548520440004199,0.5740861341142701,1.0,0.416667,0,0
C11579,0.9359097526635469,0.0,0.03656950366654477,0.03656950366654477,0.388889,0.0,0.9999999999088495,0.9359097526635469,0.0,0.166667,0,0
C11580,0.8710410559970966,0.0,0.20310537066598966,0.20310537066598966,0.388889,0.0,0.9999999999835881,0.8710410559970966,0.0,0.166667,0,0
C11581,0.0016440787499958898,0.018622499999953444,0.0,0.018622499999953444,0.1742423333333333,0.166667,0.0,0.0016440787499958898,0.25,0.0,0,0
C11582,0.5189836106632069,0.2356799999984288,0.7889853453280735,1.0246653453265022,0.6944446666666666,0.0,0.7699931972145849,0.5189836106632069,0.666667,0.416667,0,0
